Arrow shaft,1,https://oldschool.runescape.wiki/images/thumb/b/b3/Arrow_shaft_detail.png/610px-Arrow_shaft_detail.png?1183f
Nasturtium seed,1,https://oldschool.runescape.wiki/images/thumb/6/6e/Nasturtium_seed_detail.png/712px-Nasturtium_seed_detail.png?aa651
Potato seed,1,https://oldschool.runescape.wiki/images/thumb/3/37/Potato_seed_detail.png/516px-Potato_seed_detail.png?41120
Onion seed,1,https://oldschool.runescape.wiki/images/thumb/0/06/Onion_seed_detail.png/591px-Onion_seed_detail.png?b6267
Earth tiara,1,https://oldschool.runescape.wiki/images/thumb/d/df/Earth_tiara_detail.png/800px-Earth_tiara_detail.png?c6d8e
Pure essence,1,https://oldschool.runescape.wiki/images/thumb/e/e2/Pure_essence_detail.png/600px-Pure_essence_detail.png?04867
Teak table (flatpack),1,https://oldschool.runescape.wiki/images/thumb/0/00/Teak_table_%28flatpack%29_detail.png/800px-Teak_table_%28flatpack%29_detail.png?519c3
Willow stock,1,https://oldschool.runescape.wiki/images/thumb/3/3d/Willow_stock_detail.png/555px-Willow_stock_detail.png?573dd
Marrentill tar,1,https://oldschool.runescape.wiki/images/thumb/2/22/Marrentill_tar_detail.png/703px-Marrentill_tar_detail.png?71854
Tarromin tar,1,https://oldschool.runescape.wiki/images/thumb/5/54/Tarromin_tar_detail.png/703px-Tarromin_tar_detail.png?c6c2d
Noose wand,1,https://oldschool.runescape.wiki/images/thumb/2/28/Noose_wand_detail.png/604px-Noose_wand_detail.png?69a10
Attack potion(1),2,https://oldschool.runescape.wiki/images/thumb/f/f8/Attack_potion%281%29_detail.png/404px-Attack_potion%281%29_detail.png?7c905
Unlit torch,2,https://oldschool.runescape.wiki/images/thumb/e/e4/Unlit_torch_detail.png/446px-Unlit_torch_detail.png?18522
Iron javelin,2,https://oldschool.runescape.wiki/images/thumb/b/bb/Iron_javelin_detail.png/483px-Iron_javelin_detail.png?0c77e
Bronze bolts,2,https://oldschool.runescape.wiki/images/thumb/1/1b/Bronze_bolts_detail.png/543px-Bronze_bolts_detail.png?f8bf4
Leather cowl,2,https://oldschool.runescape.wiki/images/f/f7/Leather_cowl_detail.png?05947
Holy mould,2,https://oldschool.runescape.wiki/images/thumb/f/f7/Holy_mould_detail.png/602px-Holy_mould_detail.png?08f5b
Serum 207 (1),2,https://oldschool.runescape.wiki/images/thumb/c/c1/Serum_207_%281%29_detail.png/404px-Serum_207_%281%29_detail.png?3caba
Marigold seed,2,https://oldschool.runescape.wiki/images/thumb/0/0f/Marigold_seed_detail.png/701px-Marigold_seed_detail.png?d844c
Rosemary seed,2,https://oldschool.runescape.wiki/images/thumb/2/2a/Rosemary_seed_detail.png/800px-Rosemary_seed_detail.png?35478
Redberry seed,2,https://oldschool.runescape.wiki/images/thumb/8/87/Redberry_seed_detail.png/757px-Redberry_seed_detail.png?41120
Cadavaberry seed,2,https://oldschool.runescape.wiki/images/thumb/7/73/Cadavaberry_seed_detail.png/757px-Cadavaberry_seed_detail.png?f8bf4
Tomato seed,2,https://oldschool.runescape.wiki/images/thumb/a/ad/Tomato_seed_detail.png/601px-Tomato_seed_detail.png?c3b45
Cabbage seed,2,https://oldschool.runescape.wiki/images/thumb/3/30/Cabbage_seed_detail.png/800px-Cabbage_seed_detail.png?f8bf4
Filled plant pot,2,https://oldschool.runescape.wiki/images/thumb/5/5d/Filled_plant_pot_detail.png/610px-Filled_plant_pot_detail.png?c7075
Basket,2,https://oldschool.runescape.wiki/images/thumb/1/1d/Basket_detail.png/468px-Basket_detail.png?8f0e2
Empty sack,2,https://oldschool.runescape.wiki/images/thumb/2/27/Empty_sack_detail.png/472px-Empty_sack_detail.png?124ab
Sandstone (1kg),2,https://oldschool.runescape.wiki/images/5/53/Sandstone_%281kg%29_detail.png?d869c
Jade bolt tips,2,https://oldschool.runescape.wiki/images/thumb/5/50/Jade_bolt_tips_detail.png/601px-Jade_bolt_tips_detail.png?172a3
Wooden stock,2,https://oldschool.runescape.wiki/images/thumb/6/6a/Wooden_stock_detail.png/555px-Wooden_stock_detail.png?b2e83
Oak stock,2,https://oldschool.runescape.wiki/images/thumb/f/fb/Oak_stock_detail.png/555px-Oak_stock_detail.png?b2e83
Teasing stick,2,https://oldschool.runescape.wiki/images/e/e3/Teasing_stick_detail.png?ba782
Attack potion(3),3,https://oldschool.runescape.wiki/images/thumb/d/d5/Attack_potion%283%29_detail.png/404px-Attack_potion%283%29_detail.png?a4596
Vial,3,https://oldschool.runescape.wiki/images/thumb/b/be/Vial_detail.png/404px-Vial_detail.png?aef7b
Feather,3,https://oldschool.runescape.wiki/images/thumb/3/3d/Feather_detail.png/305px-Feather_detail.png?02823
Mind rune,3,https://oldschool.runescape.wiki/images/thumb/5/55/Mind_rune_detail.png/600px-Mind_rune_detail.png?9379c
Steel dart,3,https://oldschool.runescape.wiki/images/thumb/f/fc/Steel_dart_detail.png/422px-Steel_dart_detail.png?e956f
Bronze javelin,3,https://oldschool.runescape.wiki/images/thumb/6/6d/Bronze_javelin_detail.png/483px-Bronze_javelin_detail.png?b04b0
Steel javelin,3,https://oldschool.runescape.wiki/images/thumb/2/27/Steel_javelin_detail.png/483px-Steel_javelin_detail.png?81832
Iron arrow,3,https://oldschool.runescape.wiki/images/thumb/e/e6/Iron_arrow_detail.png/567px-Iron_arrow_detail.png?e9975
Flax,3,https://oldschool.runescape.wiki/images/thumb/4/49/Flax_detail.png/800px-Flax_detail.png?41857
Jug,3,https://oldschool.runescape.wiki/images/thumb/d/d0/Jug_detail.png/511px-Jug_detail.png?c642f
Jug of wine,3,https://oldschool.runescape.wiki/images/thumb/f/fd/Jug_of_wine_detail.png/511px-Jug_of_wine_detail.png?00315
Serum 207 (3),3,https://oldschool.runescape.wiki/images/thumb/7/7f/Serum_207_%283%29_detail.png/404px-Serum_207_%283%29_detail.png?e987a
Bronze nails,3,https://oldschool.runescape.wiki/images/thumb/4/4f/Bronze_nails_detail.png/800px-Bronze_nails_detail.png?a42c7
Dwellberry seed,3,https://oldschool.runescape.wiki/images/thumb/c/cd/Dwellberry_seed_detail.png/757px-Dwellberry_seed_detail.png?ae011
Jangerberry seed,3,https://oldschool.runescape.wiki/images/thumb/b/b0/Jangerberry_seed_detail.png/757px-Jangerberry_seed_detail.png?82c0c
Sweetcorn seed,3,https://oldschool.runescape.wiki/images/thumb/a/a5/Sweetcorn_seed_detail.png/722px-Sweetcorn_seed_detail.png?2a360
Oak dining table (flatpack),3,https://oldschool.runescape.wiki/images/thumb/c/c0/Oak_dining_table_%28flatpack%29_detail.png/800px-Oak_dining_table_%28flatpack%29_detail.png?11ca2
Guam tar,3,https://oldschool.runescape.wiki/images/thumb/0/00/Guam_tar_detail.png/703px-Guam_tar_detail.png?baef8
Attack potion(2),4,https://oldschool.runescape.wiki/images/thumb/d/dd/Attack_potion%282%29_detail.png/404px-Attack_potion%282%29_detail.png?b8833
Eye of newt,4,https://oldschool.runescape.wiki/images/thumb/a/ae/Eye_of_newt_detail.png/601px-Eye_of_newt_detail.png?192e8
Fishing bait,4,https://oldschool.runescape.wiki/images/thumb/4/4e/Fishing_bait_detail.png/616px-Fishing_bait_detail.png?2ec94
Bronze arrow,4,https://oldschool.runescape.wiki/images/thumb/6/69/Bronze_arrow_detail.png/567px-Bronze_arrow_detail.png?802bb
Leather chaps,4,https://oldschool.runescape.wiki/images/thumb/d/dd/Leather_chaps_detail.png/227px-Leather_chaps_detail.png?3b31c
Chopped ugthanki,4,https://oldschool.runescape.wiki/images/thumb/e/e2/Chopped_ugthanki_detail.png/800px-Chopped_ugthanki_detail.png?a78e8
Ugthanki & tomato,4,https://oldschool.runescape.wiki/images/thumb/b/b7/Ugthanki_%26_tomato_detail.png/800px-Ugthanki_%26_tomato_detail.png?1a8dc
Empty oil lamp,4,https://oldschool.runescape.wiki/images/thumb/a/a5/Empty_oil_lamp_detail.png/354px-Empty_oil_lamp_detail.png?431c2
Lava rune,4,https://oldschool.runescape.wiki/images/thumb/0/08/Lava_rune_detail.png/600px-Lava_rune_detail.png?54d5b
Hammerstone seed,4,https://oldschool.runescape.wiki/images/thumb/4/4d/Hammerstone_seed_detail.png/789px-Hammerstone_seed_detail.png?e9975
Asgarnian seed,4,https://oldschool.runescape.wiki/images/thumb/4/4a/Asgarnian_seed_detail.png/789px-Asgarnian_seed_detail.png?1183f
Thatch spar med,4,https://oldschool.runescape.wiki/images/9/96/Thatch_spar_med_detail.png?a345f
Wood dining table (flatpack),4,https://oldschool.runescape.wiki/images/thumb/5/57/Wood_dining_table_%28flatpack%29_detail.png/800px-Wood_dining_table_%28flatpack%29_detail.png?98113
Pearl bolts (e),4,https://oldschool.runescape.wiki/images/thumb/3/3f/Pearl_bolts_%28e%29_detail.png/543px-Pearl_bolts_%28e%29_detail.png?a8cf8
Topaz bolts (e),4,https://oldschool.runescape.wiki/images/thumb/c/ca/Topaz_bolts_%28e%29_detail.png/543px-Topaz_bolts_%28e%29_detail.png?c3b45
Rabbit snare,4,https://oldschool.runescape.wiki/images/3/3b/Rabbit_snare_detail.png?e2939
Stripy feather,4,https://oldschool.runescape.wiki/images/thumb/1/1b/Stripy_feather_detail.png/600px-Stripy_feather_detail.png?d7f85
Harralander tar,4,https://oldschool.runescape.wiki/images/thumb/b/b3/Harralander_tar_detail.png/703px-Harralander_tar_detail.png?52a9c
Bronze arrowtips,5,https://oldschool.runescape.wiki/images/thumb/8/84/Bronze_arrowtips_detail.png/729px-Bronze_arrowtips_detail.png?51f39
Shortbow (u),5,https://oldschool.runescape.wiki/images/thumb/8/83/Shortbow_%28u%29_detail.png/800px-Shortbow_%28u%29_detail.png?f9432
Vial of water,5,https://oldschool.runescape.wiki/images/thumb/5/5b/Vial_of_water_detail.png/404px-Vial_of_water_detail.png?aef7b
Fire rune,5,https://oldschool.runescape.wiki/images/thumb/5/5d/Fire_rune_detail.png/600px-Fire_rune_detail.png?991bd
Water rune,5,https://oldschool.runescape.wiki/images/thumb/7/74/Water_rune_detail.png/600px-Water_rune_detail.png?991bd
Air rune,5,https://oldschool.runescape.wiki/images/thumb/f/f3/Air_rune_detail.png/600px-Air_rune_detail.png?991bd
Earth rune,5,https://oldschool.runescape.wiki/images/thumb/7/72/Earth_rune_detail.png/600px-Earth_rune_detail.png?991bd
Leather vambraces,5,https://oldschool.runescape.wiki/images/4/4e/Leather_vambraces_detail.png?58cca
Ugthanki & onion,5,https://oldschool.runescape.wiki/images/thumb/c/c5/Ugthanki_%26_onion_detail.png/800px-Ugthanki_%26_onion_detail.png?31c1f
Swamp paste,5,https://oldschool.runescape.wiki/images/thumb/8/85/Swamp_paste_detail.png/745px-Swamp_paste_detail.png?c0fd1
Woad seed,5,https://oldschool.runescape.wiki/images/thumb/4/47/Woad_seed_detail.png/633px-Woad_seed_detail.png?c3b45
Whiteberry seed,5,https://oldschool.runescape.wiki/images/thumb/e/e4/Whiteberry_seed_detail.png/757px-Whiteberry_seed_detail.png?2a360
Jute seed,5,https://oldschool.runescape.wiki/images/thumb/2/28/Jute_seed_detail.png/800px-Jute_seed_detail.png?82c0c
Strawberry seed,5,https://oldschool.runescape.wiki/images/thumb/d/df/Strawberry_seed_detail.png/642px-Strawberry_seed_detail.png?972fa
Silver bolts,5,https://oldschool.runescape.wiki/images/thumb/4/40/Silver_bolts_detail.png/543px-Silver_bolts_detail.png?c3b45
Opal bolts (e),5,https://oldschool.runescape.wiki/images/thumb/0/09/Opal_bolts_%28e%29_detail.png/543px-Opal_bolts_%28e%29_detail.png?54189
Body rune,6,https://oldschool.runescape.wiki/images/thumb/b/bd/Body_rune_detail.png/600px-Body_rune_detail.png?9e79a
Mithril dart,6,https://oldschool.runescape.wiki/images/thumb/f/f9/Mithril_dart_detail.png/422px-Mithril_dart_detail.png?9e6b0
Bucket,6,https://oldschool.runescape.wiki/images/thumb/8/87/Bucket_detail.png/416px-Bucket_detail.png?1f4a3
Attack potion(4),6,https://oldschool.runescape.wiki/images/thumb/7/70/Attack_potion%284%29_detail.png/404px-Attack_potion%284%29_detail.png?a4596
Serum 207 (2),6,https://oldschool.runescape.wiki/images/thumb/9/9f/Serum_207_%282%29_detail.png/404px-Serum_207_%282%29_detail.png?3caba
Dust rune,6,https://oldschool.runescape.wiki/images/thumb/a/a9/Dust_rune_detail.png/600px-Dust_rune_detail.png?2cf9e
Banana tree seed,6,https://oldschool.runescape.wiki/images/thumb/4/4c/Banana_tree_seed_detail.png/800px-Banana_tree_seed_detail.png?f8d92
Barley seed,6,https://oldschool.runescape.wiki/images/thumb/1/1d/Barley_seed_detail.png/716px-Barley_seed_detail.png?f8d92
Trading sticks,6,https://oldschool.runescape.wiki/images/thumb/7/7e/Trading_sticks_detail.png/695px-Trading_sticks_detail.png?2a360
Ground guam,6,https://oldschool.runescape.wiki/images/8/83/Ground_guam_detail.png?25893
Oak kitchen table (flatpack),6,https://oldschool.runescape.wiki/images/thumb/6/66/Oak_kitchen_table_%28flatpack%29_detail.png/800px-Oak_kitchen_table_%28flatpack%29_detail.png?ae444
Shoe box (flatpack),6,https://oldschool.runescape.wiki/images/thumb/2/27/Shoe_box_%28flatpack%29_detail.png/800px-Shoe_box_%28flatpack%29_detail.png?5eb4e
Leaping trout,6,https://oldschool.runescape.wiki/images/thumb/2/2d/Leaping_trout_detail.png/800px-Leaping_trout_detail.png?c8bbf
Dark fishing bait,6,https://oldschool.runescape.wiki/images/thumb/2/2c/Dark_fishing_bait_detail.png/800px-Dark_fishing_bait_detail.png?cf588
Headless arrow,7,https://oldschool.runescape.wiki/images/thumb/8/86/Headless_arrow_detail.png/629px-Headless_arrow_detail.png?e9975
Herring,7,https://oldschool.runescape.wiki/images/thumb/e/e0/Herring_detail.png/800px-Herring_detail.png?54aea
Iron dart,7,https://oldschool.runescape.wiki/images/thumb/a/aa/Iron_dart_detail.png/422px-Iron_dart_detail.png?9f7be
Mithril arrow,7,https://oldschool.runescape.wiki/images/thumb/a/a7/Mithril_arrow_detail.png/567px-Mithril_arrow_detail.png?d844c
Pot,7,https://oldschool.runescape.wiki/images/thumb/2/2c/Pot_detail.png/534px-Pot_detail.png?a161a
Serum 207 (4),7,https://oldschool.runescape.wiki/images/thumb/a/ad/Serum_207_%284%29_detail.png/404px-Serum_207_%284%29_detail.png?e987a
Apple tree seed,7,https://oldschool.runescape.wiki/images/thumb/d/da/Apple_tree_seed_detail.png/621px-Apple_tree_seed_detail.png?1183f
Orange tree seed,7,https://oldschool.runescape.wiki/images/thumb/a/a0/Orange_tree_seed_detail.png/735px-Orange_tree_seed_detail.png?54189
Curry tree seed,7,https://oldschool.runescape.wiki/images/thumb/1/18/Curry_tree_seed_detail.png/800px-Curry_tree_seed_detail.png?f411b
Yanillian seed,7,https://oldschool.runescape.wiki/images/thumb/f/f1/Yanillian_seed_detail.png/789px-Yanillian_seed_detail.png?c3b45
Krandorian seed,7,https://oldschool.runescape.wiki/images/thumb/e/eb/Krandorian_seed_detail.png/789px-Krandorian_seed_detail.png?82c0c
Body tiara,7,https://oldschool.runescape.wiki/images/thumb/5/53/Body_tiara_detail.png/800px-Body_tiara_detail.png?c6d8e
